complaint_id,created_date,closed_date,category,subcategory,status,zone_id,latitude,longitude,severity,resolution_days,description
CMP-005028,2025-07-30T23:27:00,2025-08-06T23:27:00,sanitation,manhole_overflow,closed,Z13,17.457568,78.584145,3,7,sanitation issue reported near University District
CMP-005029,2025-07-30T01:50:00,2025-08-04T01:50:00,water,discolored,closed,Z06,17.413335,78.522817,3,5,water issue reported near Riverside
CMP-005030,2025-07-30T22:21:00,2025-08-05T22:21:00,noise,traffic,closed,Z01,17.336795,78.461648,5,6,noise issue reported near Downtown Core
CMP-005031,2025-07-30T11:21:00,2025-08-15T11:21:00,sanitation,odor,closed,Z02,17.412247,78.593199,5,16,sanitation issue reported near North Hills
CMP-005032,2025-07-30T17:15:00,,streetlight,flickering,open,Z14,17.331822,78.576727,2,,streetlight issue reported near Hilltop
CMP-005033,2025-07-30T01:03:00,2025-08-07T01:03:00,sanitation,sewer_backup,closed,Z02,17.443963,78.595092,3,8,sanitation issue reported near North Hills
CMP-005034,2025-07-30T10:23:00,2025-08-14T10:23:00,water,low_pressure,closed,Z06,17.358023,78.529039,4,18,water issue reported near Riverside
CMP-005035,2025-07-30T19:04:00,2025-08-07T19:04:00,streetlight,flickering,closed,Z08,17.383179,78.516029,2,8,streetlight issue reported near Tech Park
CMP-005036,2025-07-30T18:32:00,,sanitation,manhole_overflow,open,Z15,17.378009,78.50319,3,,sanitation issue reported near Central Park
CMP-005037,2025-07-30T10:32:00,2025-08-04T10:32:00,noise,traffic,closed,Z03,17.393248,78.525026,4,11,noise issue reported near East Junction
CMP-005038,2025-07-30T19:33:00,2025-08-06T19:33:00,water,leak,closed,Z14,17.49549,78.545254,3,7,water issue reported near Hilltop
CMP-005039,2025-07-30T00:36:00,2025-08-01T00:36:00,trash,illegal_dumping,closed,Z01,17.484383,78.485138,3,3,trash issue reported near Downtown Core
CMP-005040,2025-07-30T17:59:00,2025-08-07T17:59:00,noise,industrial,closed,Z11,17.335489,78.453518,3,8,noise issue reported near Greenfield
CMP-005041,2025-07-30T07:05:00,2025-08-08T07:05:00,water,main_break,closed,Z06,17.415844,78.434551,5,15,water issue reported near Riverside
CMP-005042,2025-07-31T01:37:00,2025-08-07T01:37:00,trash,missed_pickup,closed,Z04,17.328648,78.407612,3,7,trash issue reported near South Market
CMP-005043,2025-07-31T21:32:00,2025-08-03T21:32:00,pothole,highway,closed,Z05,17.358131,78.421635,3,3,pothole issue reported near West Gate
CMP-005044,2025-07-31T07:31:00,,noise,industrial,open,Z11,17.399632,78.474358,2,,noise issue reported near Greenfield
CMP-005045,2025-07-31T05:10:00,2025-08-08T05:10:00,trash,hazardous,closed,Z01,17.401895,78.457387,1,8,trash issue reported near Downtown Core
CMP-005046,2025-07-31T17:19:00,2025-08-10T17:19:00,streetlight,flickering,closed,Z06,17.315525,78.412373,5,10,streetlight issue reported near Riverside
CMP-005047,2025-07-31T17:59:00,2025-08-09T17:59:00,streetlight,pole_damaged,closed,Z02,17.491711,78.496221,5,9,streetlight issue reported near North Hills
CMP-005048,2025-07-31T02:39:00,2025-08-02T02:39:00,pothole,highway,closed,Z12,17.452411,78.520503,3,2,pothole issue reported near Harbour Point
CMP-005049,2025-07-31T08:13:00,2025-08-06T08:13:00,trash,illegal_dumping,closed,Z06,17.371143,78.596089,2,6,trash issue reported near Riverside
CMP-005050,2025-07-31T05:44:00,,trash,missed_pickup,open,Z07,17.353447,78.425521,4,,trash issue reported near Old Town
CMP-005051,2025-07-31T01:29:00,2025-07-31T01:29:00,water,low_pressure,closed,Z07,17.46833,78.460026,3,0,water issue reported near Old Town
CMP-005052,2025-07-31T15:20:00,2025-08-05T15:20:00,sanitation,odor,closed,Z13,17.31388,78.446112,3,5,sanitation issue reported near University District
CMP-005053,2025-07-31T16:53:00,2025-08-02T16:53:00,pothole,residential_street,closed,Z05,17.377441,78.459135,4,9,pothole issue reported near West Gate
CMP-005054,2025-07-31T07:36:00,2025-08-05T07:36:00,trash,overflow_bin,closed,Z11,17.374236,78.442745,3,5,trash issue reported near Greenfield
CMP-005055,2025-07-31T11:35:00,2025-08-09T11:35:00,pothole,residential_street,closed,Z13,17.436252,78.539011,5,9,pothole issue reported near University District
CMP-005056,2025-07-31T15:40:00,2025-08-03T15:40:00,noise,industrial,closed,Z05,17.361139,78.422089,4,6,noise issue reported near West Gate
CMP-005057,2025-07-31T16:53:00,2025-08-06T16:53:00,pothole,highway,closed,Z03,17.413821,78.498727,4,6,pothole issue reported near East Junction
CMP-005058,2025-07-31T18:45:00,,noise,construction,open,Z10,17.41264,78.480938,4,,noise issue reported near Industrial Zone
CMP-005059,2025-07-31T22:15:00,2025-08-04T22:15:00,sanitation,sewer_backup,closed,Z13,17.334432,78.577941,2,4,sanitation issue reported near University District
CMP-005060,2025-07-31T21:02:00,,pothole,residential_street,open,Z14,17.335756,78.597629,5,,pothole issue reported near Hilltop
CMP-005061,2025-07-31T01:34:00,2025-08-06T01:34:00,water,main_break,closed,Z04,17.405827,78.505668,4,6,water issue reported near South Market
CMP-005062,2025-07-31T14:07:00,2025-08-02T14:07:00,water,main_break,closed,Z06,17.357202,78.572666,2,2,water issue reported near Riverside
CMP-005063,2025-07-31T11:57:00,2025-07-31T11:57:00,streetlight,pole_damaged,closed,Z04,17.338291,78.408796,3,0,streetlight issue reported near South Market
CMP-005064,2025-07-31T12:32:00,2025-08-03T12:32:00,noise,nightlife,closed,Z06,17.39241,78.485922,2,3,noise issue reported near Riverside
CMP-005065,2025-07-31T07:53:00,2025-08-05T07:53:00,pothole,highway,closed,Z03,17.303122,78.564463,2,5,pothole issue reported near East Junction
CMP-005066,2025-08-01T01:59:00,2025-08-12T01:59:00,streetlight,missing,closed,Z12,17.330897,78.581523,4,11,streetlight issue reported near Harbour Point
CMP-005067,2025-08-01T08:49:00,2025-08-13T08:49:00,pothole,alley,closed,Z10,17.407372,78.475779,5,12,pothole issue reported near Industrial Zone
CMP-005068,2025-08-01T23:45:00,2025-08-04T23:45:00,noise,construction,closed,Z12,17.355611,78.542857,5,3,noise issue reported near Harbour Point
CMP-005069,2025-08-01T00:53:00,2025-08-05T00:53:00,water,no_water,closed,Z01,17.402116,78.497821,1,4,water issue reported near Downtown Core
CMP-005070,2025-08-01T05:12:00,2025-08-04T05:12:00,pothole,residential_street,closed,Z01,17.344641,78.4855,3,3,pothole issue reported near Downtown Core
CMP-005071,2025-08-01T06:46:00,2025-08-05T06:46:00,streetlight,broken,closed,Z10,17.394143,78.480974,2,5,streetlight issue reported near Industrial Zone
CMP-005072,2025-08-01T13:05:00,2025-08-03T13:05:00,noise,construction,closed,Z08,17.307148,78.577437,3,7,noise issue reported near Tech Park
CMP-005073,2025-08-01T16:57:00,2025-08-07T16:57:00,trash,illegal_dumping,closed,Z02,17.42463,78.525099,5,6,trash issue reported near North Hills
CMP-005074,2025-08-01T18:05:00,,streetlight,pole_damaged,open,Z15,17.494104,78.528429,3,,streetlight issue reported near Central Park
CMP-005075,2025-08-01T02:20:00,2025-08-13T02:20:00,noise,construction,closed,Z15,17.4297,78.500675,4,16,noise issue reported near Central Park
CMP-005076,2025-08-01T03:32:00,2025-08-12T03:32:00,water,leak,closed,Z02,17.327163,78.438516,4,11,water issue reported near North Hills
CMP-005077,2025-08-01T12:34:00,2025-08-05T12:34:00,pothole,major_road,closed,Z10,17.348911,78.473374,3,7,pothole issue reported near Industrial Zone
CMP-005078,2025-08-01T05:39:00,2025-08-04T05:39:00,sanitation,odor,closed,Z04,17.447971,78.598161,2,3,sanitation issue reported near South Market
CMP-005079,2025-08-01T14:15:00,,noise,construction,open,Z01,17.384447,78.438518,3,,noise issue reported near Downtown Core
CMP-005080,2025-08-01T15:05:00,2025-08-07T15:05:00,pothole,residential_street,closed,Z05,17.315803,78.407613,4,22,pothole issue reported near West Gate
CMP-005081,2025-08-01T20:30:00,2025-08-02T20:30:00,streetlight,broken,closed,Z14,17.386855,78.404407,2,1,streetlight issue reported near Hilltop
CMP-005082,2025-08-01T11:24:00,2025-08-06T11:24:00,pothole,major_road,closed,Z07,17.316989,78.547404,3,5,pothole issue reported near Old Town
CMP-005083,2025-08-01T22:01:00,2025-08-15T22:01:00,trash,overflow_bin,closed,Z03,17.412418,78.44749,4,16,trash issue reported near East Junction
CMP-005084,2025-08-01T08:37:00,2025-08-05T08:37:00,streetlight,flickering,closed,Z11,17.400319,78.518348,2,4,streetlight issue reported near Greenfield
CMP-005085,2025-08-01T03:42:00,2025-08-05T03:42:00,trash,overflow_bin,closed,Z02,17.480276,78.531916,4,4,trash issue reported near North Hills
CMP-005086,2025-08-01T21:43:00,2025-08-07T21:43:00,trash,hazardous,closed,Z15,17.461843,78.553564,5,13,trash issue reported near Central Park
CMP-005087,2025-08-02T00:12:00,2025-08-04T00:12:00,sanitation,odor,closed,Z03,17.373648,78.525278,3,5,sanitation issue reported near East Junction
CMP-005088,2025-08-02T03:46:00,2025-08-04T03:46:00,streetlight,missing,closed,Z04,17.468563,78.458052,2,2,streetlight issue reported near South Market
CMP-005089,2025-08-02T02:57:00,2025-08-03T02:57:00,trash,illegal_dumping,closed,Z14,17.487156,78.569133,2,1,trash issue reported near Hilltop
CMP-005090,2025-08-02T16:05:00,2025-08-08T16:05:00,pothole,alley,closed,Z07,17.317205,78.59484,4,6,pothole issue reported near Old Town
CMP-005091,2025-08-02T07:18:00,2025-08-07T07:18:00,noise,traffic,closed,Z10,17.387351,78.499621,2,5,noise issue reported near Industrial Zone
CMP-005092,2025-08-02T20:39:00,2025-08-05T20:39:00,water,leak,closed,Z07,17.301153,78.55848,2,5,water issue reported near Old Town
CMP-005093,2025-08-02T07:03:00,2025-08-08T07:03:00,pothole,highway,closed,Z12,17.46491,78.517754,5,15,pothole issue reported near Harbour Point
CMP-005094,2025-08-02T23:52:00,2025-08-03T23:52:00,water,leak,closed,Z14,17.332333,78.471045,2,1,water issue reported near Hilltop
CMP-005095,2025-08-02T04:29:00,2025-08-11T04:29:00,sanitation,odor,closed,Z08,17.442136,78.590115,5,13,sanitation issue reported near Tech Park
CMP-005096,2025-08-02T23:56:00,2025-08-02T23:56:00,water,leak,closed,Z05,17.414682,78.419732,3,0,water issue reported near West Gate
CMP-005097,2025-08-02T12:21:00,2025-08-10T12:21:00,sanitation,sewer_backup,closed,Z10,17.3583,78.492277,4,8,sanitation issue reported near Industrial Zone
CMP-005098,2025-08-02T00:55:00,2025-08-04T00:55:00,sanitation,drain_clogged,closed,Z02,17.488623,78.5776,2,2,sanitation issue reported near North Hills
CMP-005099,2025-08-02T17:40:00,2025-08-08T17:40:00,sanitation,drain_clogged,closed,Z05,17.375399,78.482286,3,6,sanitation issue reported near West Gate
CMP-005100,2025-08-02T18:54:00,2025-08-03T18:54:00,trash,hazardous,closed,Z09,17.473859,78.534811,3,1,trash issue reported near Lakeview
CMP-005101,2025-08-02T12:22:00,2025-08-03T12:22:00,sanitation,odor,closed,Z13,17.374231,78.519428,4,1,sanitation issue reported near University District
CMP-005102,2025-08-02T14:31:00,2025-08-08T14:31:00,noise,construction,closed,Z10,17.307847,78.492474,3,6,noise issue reported near Industrial Zone
CMP-005103,2025-08-02T20:46:00,2025-08-14T20:46:00,pothole,residential_street,closed,Z11,17.355809,78.554466,4,12,pothole issue reported near Greenfield
CMP-005104,2025-08-02T15:35:00,2025-08-19T15:35:00,sanitation,manhole_overflow,closed,Z02,17.389759,78.489351,4,17,sanitation issue reported near North Hills
CMP-005105,2025-08-02T12:00:00,2025-08-07T12:00:00,sanitation,odor,closed,Z13,17.498998,78.587771,5,11,sanitation issue reported near University District
CMP-005106,2025-08-02T20:21:00,2025-08-02T20:21:00,streetlight,flickering,closed,Z01,17.459783,78.501584,2,0,streetlight issue reported near Downtown Core
CMP-005107,2025-08-02T05:37:00,2025-08-11T05:37:00,pothole,alley,closed,Z15,17.37967,78.55132,5,9,pothole issue reported near Central Park
CMP-005108,2025-08-02T21:02:00,2025-08-04T21:02:00,pothole,major_road,closed,Z08,17.466507,78.534461,3,2,pothole issue reported near Tech Park
CMP-005109,2025-08-02T20:05:00,2025-08-05T20:05:00,sanitation,sewer_backup,closed,Z01,17.412592,78.498413,2,3,sanitation issue reported near Downtown Core
CMP-005110,2025-08-02T09:34:00,2025-08-09T09:34:00,noise,construction,closed,Z01,17.32236,78.487969,3,7,noise issue reported near Downtown Core
CMP-005111,2025-08-02T10:53:00,2025-08-05T10:53:00,streetlight,broken,closed,Z04,17.493984,78.450122,3,3,streetlight issue reported near South Market
CMP-005112,2025-08-02T22:49:00,2025-08-05T22:49:00,noise,traffic,closed,Z15,17.353199,78.50109,3,3,noise issue reported near Central Park
CMP-005113,2025-08-02T22:15:00,2025-08-07T22:15:00,noise,industrial,closed,Z03,17.389764,78.412605,2,5,noise issue reported near East Junction
CMP-005114,2025-08-02T14:07:00,2025-08-03T14:07:00,trash,overflow_bin,closed,Z01,17.443162,78.514454,3,6,trash issue reported near Downtown Core
CMP-005115,2025-08-03T02:58:00,2025-08-03T02:58:00,streetlight,broken,closed,Z11,17.32997,78.415754,1,0,streetlight issue reported near Greenfield
CMP-005116,2025-08-03T10:02:00,2025-08-07T10:02:00,pothole,alley,closed,Z15,17.321797,78.584695,3,4,pothole issue reported near Central Park
CMP-005117,2025-08-03T02:17:00,2025-08-03T02:17:00,noise,construction,closed,Z14,17.461314,78.436658,2,0,noise issue reported near Hilltop
CMP-005118,2025-08-03T10:23:00,,streetlight,missing,open,Z13,17.4492,78.417425,5,,streetlight issue reported near University District
CMP-005119,2025-08-03T12:12:00,2025-08-08T12:12:00,sanitation,manhole_overflow,closed,Z06,17.303815,78.489291,2,5,sanitation issue reported near Riverside
CMP-005120,2025-08-03T10:54:00,,water,leak,open,Z04,17.317526,78.473178,3,,water issue reported near South Market
CMP-005121,2025-08-03T12:41:00,2025-08-05T12:41:00,noise,industrial,closed,Z04,17.397089,78.525013,1,2,noise issue reported near South Market
CMP-005122,2025-08-03T10:09:00,2025-08-09T10:09:00,streetlight,missing,closed,Z04,17.409511,78.48664,3,6,streetlight issue reported near South Market
CMP-005123,2025-08-03T06:22:00,2025-08-20T06:22:00,trash,overflow_bin,closed,Z01,17.446974,78.415179,4,17,trash issue reported near Downtown Core
CMP-005124,2025-08-03T12:13:00,2025-08-11T12:13:00,trash,overflow_bin,closed,Z04,17.427396,78.480806,5,8,trash issue reported near South Market
CMP-005125,2025-08-03T02:03:00,2025-08-12T02:03:00,pothole,residential_street,closed,Z12,17.385852,78.590716,2,9,pothole issue reported near Harbour Point
CMP-005126,2025-08-03T16:16:00,2025-08-08T16:16:00,water,main_break,closed,Z15,17.446577,78.512183,2,5,water issue reported near Central Park
CMP-005127,2025-08-03T11:03:00,2025-08-09T11:03:00,trash,illegal_dumping,closed,Z13,17.41331,78.546905,3,6,trash issue reported near University District
CMP-005128,2025-08-03T12:08:00,2025-08-14T12:08:00,streetlight,flickering,closed,Z10,17.326819,78.510482,4,11,streetlight issue reported near Industrial Zone
CMP-005129,2025-08-03T22:55:00,2025-08-09T22:55:00,water,main_break,closed,Z07,17.328,78.55386,2,6,water issue reported near Old Town
CMP-005130,2025-08-03T05:55:00,2025-08-07T05:55:00,streetlight,broken,closed,Z01,17.402467,78.582285,1,4,streetlight issue reported near Downtown Core
CMP-005131,2025-08-03T15:36:00,2025-08-07T15:36:00,sanitation,odor,closed,Z10,17.301574,78.524034,3,7,sanitation issue reported near Industrial Zone
CMP-005132,2025-08-03T04:15:00,2025-08-09T04:15:00,pothole,highway,closed,Z02,17.413,78.449781,2,6,pothole issue reported near North Hills
CMP-005133,2025-08-03T11:15:00,2025-08-06T11:15:00,streetlight,pole_damaged,closed,Z05,17.443906,78.543671,2,3,streetlight issue reported near West Gate
CMP-005134,2025-08-03T08:45:00,2025-08-09T08:45:00,water,main_break,closed,Z11,17.414902,78.420706,3,6,water issue reported near Greenfield
CMP-005135,2025-08-03T13:35:00,2025-08-10T13:35:00,noise,traffic,closed,Z10,17.358045,78.477233,2,7,noise issue reported near Industrial Zone
CMP-005136,2025-08-03T06:24:00,2025-08-08T06:24:00,streetlight,broken,closed,Z13,17.342387,78.486269,2,8,streetlight issue reported near University District
CMP-005137,2025-08-03T21:40:00,2025-08-08T21:40:00,sanitation,drain_clogged,closed,Z04,17.343541,78.427811,4,5,sanitation issue reported near South Market
CMP-005138,2025-08-03T06:28:00,2025-08-07T06:28:00,streetlight,flickering,closed,Z04,17.378549,78.549224,4,4,streetlight issue reported near South Market
CMP-005139,2025-08-03T10:08:00,2025-08-12T10:08:00,streetlight,pole_damaged,closed,Z05,17.369434,78.401485,2,9,streetlight issue reported near West Gate
CMP-005140,2025-08-03T09:13:00,2025-08-05T09:13:00,water,main_break,closed,Z07,17.368837,78.517244,3,2,water issue reported near Old Town
CMP-005141,2025-08-03T11:13:00,2025-08-08T11:13:00,sanitation,manhole_overflow,closed,Z11,17.432552,78.550959,3,6,sanitation issue reported near Greenfield
CMP-005142,2025-08-03T18:23:00,2025-08-10T18:23:00,water,leak,closed,Z11,17.430418,78.520735,2,7,water issue reported near Greenfield
CMP-005143,2025-08-04T04:45:00,2025-08-07T04:45:00,water,main_break,closed,Z14,17.482323,78.484703,2,3,water issue reported near Hilltop
CMP-005144,2025-08-04T22:27:00,2025-08-08T22:27:00,water,discolored,closed,Z13,17.339038,78.566549,1,4,water issue reported near University District
CMP-005145,2025-08-04T09:35:00,2025-08-10T09:35:00,noise,traffic,closed,Z15,17.38593,78.469699,2,6,noise issue reported near Central Park
CMP-005146,2025-08-04T21:15:00,2025-08-05T21:15:00,trash,hazardous,closed,Z13,17.409909,78.545628,4,10,trash issue reported near University District
CMP-005147,2025-08-04T00:46:00,2025-08-05T00:46:00,trash,illegal_dumping,closed,Z13,17.334209,78.407201,3,1,trash issue reported near University District
CMP-005148,2025-08-04T00:41:00,2025-08-09T00:41:00,streetlight,missing,closed,Z05,17.453461,78.439106,3,5,streetlight issue reported near West Gate
CMP-005149,2025-08-04T02:13:00,2025-08-10T02:13:00,water,low_pressure,closed,Z11,17.417496,78.591864,3,6,water issue reported near Greenfield
CMP-005150,2025-08-04T19:35:00,2025-08-16T19:35:00,pothole,highway,closed,Z13,17.467505,78.514435,5,12,pothole issue reported near University District
CMP-005151,2025-08-04T07:21:00,2025-08-17T07:21:00,trash,illegal_dumping,closed,Z13,17.333768,78.557975,5,13,trash issue reported near University District
CMP-005152,2025-08-04T20:02:00,2025-08-05T20:02:00,pothole,major_road,closed,Z08,17.398144,78.557394,4,4,pothole issue reported near Tech Park
CMP-005153,2025-08-04T12:00:00,2025-08-05T12:00:00,pothole,highway,closed,Z14,17.464368,78.43233,4,1,pothole issue reported near Hilltop
CMP-005154,2025-08-04T02:49:00,2025-08-08T02:49:00,sanitation,odor,closed,Z01,17.483277,78.59247,3,4,sanitation issue reported near Downtown Core
CMP-005155,2025-08-04T22:18:00,2025-08-04T22:18:00,pothole,major_road,closed,Z15,17.374656,78.516541,3,0,pothole issue reported near Central Park
CMP-005156,2025-08-04T23:31:00,2025-08-05T23:31:00,pothole,highway,closed,Z04,17.422734,78.56035,2,1,pothole issue reported near South Market
CMP-005157,2025-08-04T13:32:00,2025-08-08T13:32:00,pothole,residential_street,closed,Z12,17.497164,78.586251,2,4,pothole issue reported near Harbour Point
CMP-005158,2025-08-04T15:04:00,2025-08-15T15:04:00,sanitation,drain_clogged,closed,Z06,17.461891,78.546432,5,19,sanitation issue reported near Riverside
CMP-005159,2025-08-04T21:39:00,2025-08-21T21:39:00,trash,hazardous,closed,Z11,17.316344,78.516305,4,17,trash issue reported near Greenfield
CMP-005160,2025-08-04T01:02:00,2025-08-12T01:02:00,noise,construction,closed,Z11,17.448342,78.540953,4,8,noise issue reported near Greenfield
CMP-005161,2025-08-04T07:57:00,2025-08-08T07:57:00,pothole,residential_street,closed,Z04,17.340399,78.402201,2,4,pothole issue reported near South Market
CMP-005162,2025-08-04T10:34:00,2025-08-10T10:34:00,water,no_water,closed,Z12,17.384093,78.563605,2,6,water issue reported near Harbour Point
CMP-005163,2025-08-04T17:29:00,2025-08-10T17:29:00,pothole,major_road,closed,Z15,17.322485,78.579987,3,6,pothole issue reported near Central Park
CMP-005164,2025-08-04T10:39:00,2025-08-09T10:39:00,trash,missed_pickup,closed,Z12,17.424792,78.545042,3,5,trash issue reported near Harbour Point
CMP-005165,2025-08-04T03:30:00,2025-08-09T03:30:00,noise,construction,closed,Z05,17.355719,78.417639,3,5,noise issue reported near West Gate
CMP-005166,2025-08-04T23:00:00,2025-08-11T23:00:00,noise,construction,closed,Z14,17.478117,78.565155,1,7,noise issue reported near Hilltop
CMP-005167,2025-08-04T08:53:00,2025-08-08T08:53:00,pothole,highway,closed,Z14,17.316059,78.502768,3,4,pothole issue reported near Hilltop
CMP-005168,2025-08-05T10:54:00,,sanitation,odor,open,Z07,17.419623,78.469271,3,,sanitation issue reported near Old Town
CMP-005169,2025-08-05T01:57:00,2025-08-08T01:57:00,streetlight,missing,closed,Z06,17.406768,78.518896,3,3,streetlight issue reported near Riverside
CMP-005170,2025-08-05T16:02:00,2025-08-08T16:02:00,pothole,major_road,closed,Z15,17.491191,78.48328,2,3,pothole issue reported near Central Park
CMP-005171,2025-08-05T19:34:00,2025-08-09T19:34:00,water,no_water,closed,Z06,17.394128,78.591891,3,4,water issue reported near Riverside
CMP-005172,2025-08-05T00:48:00,2025-08-08T00:48:00,streetlight,flickering,closed,Z06,17.441523,78.489391,3,3,streetlight issue reported near Riverside
CMP-005173,2025-08-05T20:27:00,2025-08-07T20:27:00,pothole,major_road,closed,Z05,17.311477,78.420911,4,10,pothole issue reported near West Gate
CMP-005174,2025-08-05T10:38:00,2025-08-11T10:38:00,trash,missed_pickup,closed,Z05,17.408062,78.465632,2,8,trash issue reported near West Gate
CMP-005175,2025-08-05T17:12:00,2025-08-08T17:12:00,sanitation,odor,closed,Z07,17.377043,78.543363,3,3,sanitation issue reported near Old Town
CMP-005176,2025-08-05T08:58:00,2025-08-15T08:58:00,water,main_break,closed,Z14,17.45861,78.553792,5,10,water issue reported near Hilltop
CMP-005177,2025-08-05T03:00:00,2025-08-05T03:00:00,noise,industrial,closed,Z08,17.498651,78.541008,3,0,noise issue reported near Tech Park
CMP-005178,2025-08-05T01:40:00,2025-08-11T01:40:00,sanitation,odor,closed,Z04,17.425498,78.505048,2,6,sanitation issue reported near South Market
CMP-005179,2025-08-05T22:11:00,2025-08-06T22:11:00,noise,construction,closed,Z12,17.333083,78.487975,2,1,noise issue reported near Harbour Point
CMP-005180,2025-08-05T03:34:00,2025-08-06T03:34:00,noise,nightlife,closed,Z02,17.362212,78.452652,3,10,noise issue reported near North Hills
CMP-005181,2025-08-05T00:03:00,2025-08-10T00:03:00,noise,nightlife,closed,Z06,17.421653,78.576339,4,11,noise issue reported near Riverside
CMP-005182,2025-08-05T09:51:00,2025-08-14T09:51:00,water,discolored,closed,Z04,17.317545,78.478189,3,9,water issue reported near South Market
CMP-005183,2025-08-05T00:54:00,2025-08-25T00:54:00,water,leak,closed,Z09,17.491368,78.466946,5,20,water issue reported near Lakeview
CMP-005184,2025-08-05T20:47:00,2025-08-20T20:47:00,sanitation,sewer_backup,closed,Z04,17.384201,78.449233,4,15,sanitation issue reported near South Market
CMP-005185,2025-08-05T06:50:00,2025-08-07T06:50:00,trash,hazardous,closed,Z07,17.480136,78.478075,4,2,trash issue reported near Old Town
CMP-005186,2025-08-05T20:19:00,,noise,traffic,open,Z07,17.320757,78.595377,4,,noise issue reported near Old Town
CMP-005187,2025-08-05T11:50:00,2025-08-08T11:50:00,water,main_break,closed,Z07,17.459141,78.487532,1,3,water issue reported near Old Town
CMP-005188,2025-08-05T21:51:00,2025-08-09T21:51:00,streetlight,broken,closed,Z06,17.474879,78.513764,3,4,streetlight issue reported near Riverside
CMP-005189,2025-08-05T05:13:00,2025-08-12T05:13:00,streetlight,pole_damaged,closed,Z07,17.300245,78.492222,3,7,streetlight issue reported near Old Town
CMP-005190,2025-08-05T10:32:00,2025-08-06T10:32:00,sanitation,drain_clogged,closed,Z15,17.325435,78.593973,2,1,sanitation issue reported near Central Park
CMP-005191,2025-08-05T14:58:00,2025-08-10T14:58:00,pothole,residential_street,closed,Z03,17.342767,78.529222,3,5,pothole issue reported near East Junction
CMP-005192,2025-08-05T01:10:00,2025-08-16T01:10:00,streetlight,flickering,closed,Z10,17.308618,78.566001,5,11,streetlight issue reported near Industrial Zone
CMP-005193,2025-08-05T14:06:00,2025-08-08T14:06:00,sanitation,drain_clogged,closed,Z06,17.34649,78.552035,5,3,sanitation issue reported near Riverside
CMP-005194,2025-08-05T07:20:00,2025-08-14T07:20:00,water,leak,closed,Z06,17.476359,78.467897,4,9,water issue reported near Riverside
CMP-005195,2025-08-05T07:15:00,2025-08-07T07:15:00,sanitation,odor,closed,Z02,17.350683,78.590248,3,2,sanitation issue reported near North Hills
CMP-005196,2025-08-05T06:41:00,2025-08-12T06:41:00,noise,construction,closed,Z12,17.341498,78.426515,3,7,noise issue reported near Harbour Point
CMP-005197,2025-08-06T16:02:00,2025-08-09T16:02:00,noise,construction,closed,Z12,17.466364,78.564728,3,3,noise issue reported near Harbour Point
CMP-005198,2025-08-06T21:05:00,2025-08-11T21:05:00,water,discolored,closed,Z05,17.320086,78.420769,2,5,water issue reported near West Gate
CMP-005199,2025-08-06T00:54:00,,trash,overflow_bin,open,Z03,17.353231,78.539469,2,,trash issue reported near East Junction
CMP-005200,2025-08-06T13:47:00,2025-08-13T13:47:00,water,no_water,closed,Z10,17.330109,78.440326,4,7,water issue reported near Industrial Zone
CMP-005201,2025-08-06T03:47:00,2025-08-12T03:47:00,noise,industrial,closed,Z13,17.438392,78.424428,2,6,noise issue reported near University District
CMP-005202,2025-08-06T19:46:00,2025-08-12T19:46:00,noise,construction,closed,Z05,17.309462,78.426093,3,6,noise issue reported near West Gate
CMP-005203,2025-08-06T14:05:00,2025-08-08T14:05:00,water,low_pressure,closed,Z15,17.447192,78.570506,2,2,water issue reported near Central Park
CMP-005204,2025-08-06T19:28:00,2025-08-12T19:28:00,sanitation,sewer_backup,closed,Z05,17.313212,78.463346,2,6,sanitation issue reported near West Gate
CMP-005205,2025-08-06T19:59:00,2025-08-08T19:59:00,trash,hazardous,closed,Z03,17.385793,78.451333,1,4,trash issue reported near East Junction
CMP-005206,2025-08-06T23:49:00,2025-08-09T23:49:00,pothole,residential_street,closed,Z10,17.315032,78.415559,4,8,pothole issue reported near Industrial Zone
CMP-005207,2025-08-06T21:49:00,2025-08-10T21:49:00,trash,missed_pickup,closed,Z13,17.362268,78.468082,1,4,trash issue reported near University District
CMP-005208,2025-08-06T12:45:00,2025-08-11T12:45:00,noise,traffic,closed,Z14,17.409662,78.519434,3,5,noise issue reported near Hilltop
CMP-005209,2025-08-06T22:49:00,2025-08-06T22:49:00,streetlight,broken,closed,Z07,17.333305,78.557847,2,0,streetlight issue reported near Old Town
CMP-005210,2025-08-06T17:55:00,,streetlight,pole_damaged,open,Z04,17.419714,78.545022,3,,streetlight issue reported near South Market
CMP-005211,2025-08-06T12:20:00,2025-08-09T12:20:00,noise,construction,closed,Z05,17.351262,78.447207,3,3,noise issue reported near West Gate
CMP-005212,2025-08-06T08:29:00,2025-08-14T08:29:00,pothole,major_road,closed,Z03,17.489827,78.481242,2,8,pothole issue reported near East Junction
CMP-005213,2025-08-06T03:35:00,2025-08-11T03:35:00,sanitation,manhole_overflow,closed,Z07,17.426871,78.559664,3,5,sanitation issue reported near Old Town
CMP-005214,2025-08-06T17:19:00,2025-08-20T17:19:00,water,no_water,closed,Z07,17.45566,78.558212,4,14,water issue reported near Old Town
