incident_id,date,time,zone_id,latitude,longitude,severity,type,road_type,weather_condition,injuries,fatalities
INC-001341,2025-06-26,07:04,Z11,17.475898,78.52058,3,multi_vehicle,collector,storm,1,0
INC-001342,2025-06-26,01:00,Z05,17.481975,78.408723,3,pedestrian,arterial,rain,3,0
INC-001343,2025-06-26,23:17,Z06,17.445622,78.534097,2,single_vehicle,collector,clear,2,0
INC-001344,2025-06-26,03:55,Z08,17.414056,78.537014,4,multi_vehicle,arterial,clear,2,0
INC-001345,2025-06-27,01:52,Z06,17.490288,78.5019,3,multi_vehicle,highway,clear,1,0
INC-001346,2025-06-27,23:29,Z04,17.395987,78.460736,3,collision,highway,clear,2,0
INC-001347,2025-06-27,22:19,Z11,17.432182,78.555741,4,collision,local,clear,4,0
INC-001348,2025-06-27,08:40,Z09,17.473288,78.474467,4,pedestrian,arterial,clear,0,0
INC-001349,2025-06-27,16:28,Z02,17.3262,78.430954,3,cyclist,local,clear,3,0
INC-001350,2025-06-28,23:40,Z05,17.381403,78.584327,1,multi_vehicle,highway,clear,0,0
INC-001351,2025-06-28,02:21,Z01,17.443337,78.589001,2,multi_vehicle,arterial,fog,0,0
INC-001352,2025-06-28,22:01,Z10,17.31059,78.480392,2,collision,arterial,storm,2,0
INC-001353,2025-06-28,11:18,Z04,17.379108,78.402292,3,single_vehicle,local,clear,3,0
INC-001354,2025-06-28,13:59,Z15,17.37582,78.515869,5,collision,arterial,storm,5,1
INC-001355,2025-06-28,13:35,Z15,17.415508,78.489955,3,multi_vehicle,collector,clear,0,0
INC-001356,2025-06-29,14:13,Z08,17.391234,78.53349,3,cyclist,highway,storm,3,0
INC-001357,2025-06-29,02:00,Z05,17.41665,78.423834,3,multi_vehicle,highway,clear,1,0
INC-001358,2025-06-29,23:45,Z09,17.417071,78.42983,3,single_vehicle,local,clear,2,0
INC-001359,2025-06-29,08:23,Z01,17.465656,78.576843,1,multi_vehicle,collector,clear,1,0
INC-001360,2025-06-29,10:23,Z15,17.356017,78.495411,4,single_vehicle,local,clear,0,0
INC-001361,2025-06-30,11:47,Z08,17.451811,78.491185,3,pedestrian,collector,rain,3,0
INC-001362,2025-06-30,16:08,Z12,17.464222,78.475549,2,cyclist,local,storm,2,0
INC-001363,2025-06-30,03:04,Z03,17.409665,78.548944,1,single_vehicle,collector,rain,0,0
INC-001364,2025-06-30,20:45,Z03,17.486867,78.445241,2,pedestrian,arterial,clear,1,0
INC-001365,2025-06-30,18:40,Z08,17.417064,78.58688,3,single_vehicle,local,storm,3,0
INC-001366,2025-06-30,06:37,Z14,17.466439,78.482887,1,single_vehicle,highway,clear,1,0
INC-001367,2025-06-30,12:29,Z01,17.4725,78.447386,5,multi_vehicle,arterial,rain,1,0
INC-001368,2025-06-30,08:43,Z04,17.315296,78.56163,4,multi_vehicle,collector,clear,3,0
INC-001369,2025-06-30,13:42,Z08,17.404799,78.414298,4,pedestrian,arterial,clear,4,0
INC-001370,2025-06-30,05:50,Z15,17.32357,78.410327,5,pedestrian,highway,clear,2,1
INC-001371,2025-07-01,19:27,Z10,17.429377,78.462058,3,collision,local,clear,0,0
INC-001372,2025-07-01,21:13,Z11,17.330268,78.4388,4,single_vehicle,highway,storm,4,0
INC-001373,2025-07-01,00:32,Z09,17.455221,78.449987,4,single_vehicle,arterial,storm,4,0
INC-001374,2025-07-01,05:39,Z11,17.408016,78.586985,1,single_vehicle,highway,storm,1,0
INC-001375,2025-07-01,01:20,Z03,17.449442,78.500046,4,pedestrian,collector,rain,1,0
INC-001376,2025-07-02,01:50,Z02,17.49756,78.536226,2,collision,highway,fog,0,0
INC-001377,2025-07-02,09:37,Z08,17.324294,78.590265,3,collision,local,rain,3,0
INC-001378,2025-07-02,05:21,Z03,17.39688,78.578554,4,single_vehicle,collector,clear,4,0
INC-001379,2025-07-02,04:25,Z02,17.398679,78.539769,3,collision,arterial,clear,0,0
INC-001380,2025-07-02,16:58,Z05,17.353481,78.472957,4,pedestrian,local,clear,3,0
INC-001381,2025-07-02,15:55,Z02,17.378902,78.408669,4,pedestrian,local,fog,0,0
INC-001382,2025-07-03,19:38,Z03,17.325151,78.455856,5,cyclist,collector,clear,5,1
INC-001383,2025-07-03,06:18,Z13,17.333553,78.531573,3,collision,highway,clear,0,0
INC-001384,2025-07-03,16:17,Z15,17.425556,78.440124,2,collision,collector,clear,0,0
INC-001385,2025-07-03,01:05,Z15,17.360316,78.505652,4,pedestrian,arterial,rain,1,0
INC-001386,2025-07-03,19:28,Z12,17.495478,78.456043,2,cyclist,collector,clear,1,0
INC-001387,2025-07-03,11:25,Z01,17.329901,78.432692,1,cyclist,highway,clear,0,0
INC-001388,2025-07-03,06:02,Z13,17.448659,78.456757,2,cyclist,collector,clear,1,0
INC-001389,2025-07-03,13:29,Z10,17.353213,78.502184,3,collision,local,clear,3,0
INC-001390,2025-07-04,11:45,Z14,17.455873,78.458216,4,multi_vehicle,highway,clear,1,0
INC-001391,2025-07-04,16:10,Z09,17.351416,78.413146,4,collision,highway,clear,4,0
INC-001392,2025-07-04,23:37,Z12,17.363569,78.576621,5,single_vehicle,highway,clear,1,0
INC-001393,2025-07-04,00:50,Z04,17.412751,78.457855,3,single_vehicle,collector,clear,2,0
INC-001394,2025-07-04,20:43,Z02,17.317224,78.478981,2,multi_vehicle,highway,clear,2,0
INC-001395,2025-07-04,09:06,Z05,17.36058,78.456515,1,collision,collector,clear,1,0
INC-001396,2025-07-04,03:07,Z13,17.324048,78.426804,4,pedestrian,highway,fog,4,0
INC-001397,2025-07-04,23:36,Z02,17.386594,78.55208,4,pedestrian,highway,clear,0,0
INC-001398,2025-07-05,15:32,Z08,17.490888,78.547459,2,cyclist,local,rain,1,0
INC-001399,2025-07-05,20:25,Z15,17.393419,78.495411,3,collision,arterial,storm,3,0
INC-001400,2025-07-05,14:26,Z11,17.409215,78.551314,3,single_vehicle,local,clear,1,0
INC-001401,2025-07-05,01:30,Z12,17.428179,78.517993,4,single_vehicle,collector,storm,1,0
INC-001402,2025-07-05,00:37,Z11,17.415547,78.532768,5,single_vehicle,local,clear,5,1
INC-001403,2025-07-05,17:17,Z07,17.379959,78.506717,3,pedestrian,local,rain,3,0
INC-001404,2025-07-05,04:19,Z11,17.319382,78.514976,3,collision,arterial,clear,1,0
INC-001405,2025-07-05,21:02,Z01,17.311642,78.540703,2,collision,highway,clear,2,0
INC-001406,2025-07-05,01:09,Z07,17.388246,78.532165,3,multi_vehicle,arterial,rain,2,0
INC-001407,2025-07-05,15:48,Z01,17.468095,78.543476,2,cyclist,highway,clear,1,0
INC-001408,2025-07-06,11:03,Z13,17.386573,78.409169,3,multi_vehicle,highway,clear,1,0
INC-001409,2025-07-06,22:09,Z14,17.379708,78.412188,4,single_vehicle,collector,storm,4,0
INC-001410,2025-07-06,08:52,Z11,17.365989,78.442524,4,single_vehicle,collector,fog,3,0
INC-001411,2025-07-06,08:04,Z03,17.475629,78.473567,5,cyclist,collector,clear,1,0
INC-001412,2025-07-06,16:28,Z07,17.361582,78.505525,2,multi_vehicle,highway,clear,1,0
INC-001413,2025-07-06,04:54,Z06,17.446738,78.45534,4,pedestrian,arterial,fog,2,0
INC-001414,2025-07-06,18:27,Z15,17.338661,78.590366,3,multi_vehicle,arterial,rain,3,0
INC-001415,2025-07-07,19:09,Z03,17.380796,78.529096,5,cyclist,arterial,rain,4,0
INC-001416,2025-07-07,15:47,Z13,17.322166,78.581938,2,single_vehicle,collector,clear,2,0
INC-001417,2025-07-07,13:26,Z01,17.369385,78.508035,3,multi_vehicle,highway,clear,0,0
INC-001418,2025-07-07,11:20,Z07,17.37183,78.451817,5,single_vehicle,highway,clear,0,0
INC-001419,2025-07-07,17:27,Z14,17.392005,78.413924,4,single_vehicle,collector,clear,2,0
INC-001420,2025-07-08,02:54,Z09,17.499684,78.430009,4,single_vehicle,arterial,rain,2,0
INC-001421,2025-07-08,03:40,Z07,17.475708,78.56596,3,single_vehicle,arterial,clear,0,0
INC-001422,2025-07-08,20:17,Z06,17.321457,78.531357,1,multi_vehicle,arterial,storm,1,0
INC-001423,2025-07-08,16:26,Z10,17.3358,78.483398,2,pedestrian,arterial,rain,0,0
INC-001424,2025-07-08,17:05,Z07,17.490735,78.477656,1,multi_vehicle,local,clear,0,0
INC-001425,2025-07-08,09:40,Z10,17.434635,78.57551,1,single_vehicle,highway,fog,0,0
INC-001426,2025-07-09,23:27,Z03,17.333981,78.467039,2,collision,highway,clear,2,0
INC-001427,2025-07-09,10:30,Z01,17.461061,78.590754,4,collision,arterial,clear,2,0
INC-001428,2025-07-09,03:17,Z02,17.457978,78.545217,3,single_vehicle,highway,rain,3,0
INC-001429,2025-07-09,06:58,Z14,17.48886,78.405381,2,multi_vehicle,arterial,clear,0,0
INC-001430,2025-07-09,21:00,Z05,17.323597,78.598497,3,multi_vehicle,highway,fog,0,0
INC-001431,2025-07-09,18:30,Z09,17.311686,78.561464,4,cyclist,highway,clear,2,0
INC-001432,2025-07-09,11:42,Z07,17.42029,78.456943,4,collision,collector,clear,4,0
INC-001433,2025-07-09,07:58,Z06,17.454164,78.489483,3,single_vehicle,collector,storm,1,0
INC-001434,2025-07-09,05:28,Z05,17.49645,78.422351,2,pedestrian,highway,clear,2,0
INC-001435,2025-07-10,19:20,Z14,17.314539,78.589358,4,single_vehicle,highway,clear,2,0
INC-001436,2025-07-10,20:39,Z15,17.339268,78.518373,3,pedestrian,highway,clear,1,0
INC-001437,2025-07-10,02:23,Z05,17.374438,78.525333,3,pedestrian,highway,rain,3,0
INC-001438,2025-07-10,03:55,Z03,17.369877,78.506273,2,collision,arterial,clear,2,0
INC-001439,2025-07-10,12:05,Z09,17.445992,78.43502,2,single_vehicle,highway,storm,1,0
INC-001440,2025-07-10,01:50,Z05,17.488806,78.438124,2,cyclist,highway,rain,1,0
INC-001441,2025-07-10,13:23,Z13,17.306326,78.576089,2,pedestrian,arterial,clear,1,0
INC-001442,2025-07-10,04:54,Z03,17.325491,78.486864,4,collision,local,rain,0,0
INC-001443,2025-07-11,18:01,Z05,17.436617,78.556299,3,pedestrian,collector,clear,1,0
INC-001444,2025-07-11,23:25,Z03,17.445829,78.575554,3,collision,arterial,clear,2,0
INC-001445,2025-07-11,22:21,Z11,17.38543,78.482991,2,single_vehicle,highway,fog,0,0
INC-001446,2025-07-11,10:44,Z02,17.460612,78.461366,2,cyclist,collector,clear,2,0
INC-001447,2025-07-11,12:23,Z12,17.388519,78.564023,2,collision,arterial,rain,1,0
INC-001448,2025-07-11,02:13,Z09,17.339321,78.469874,3,multi_vehicle,collector,clear,0,0
INC-001449,2025-07-12,06:49,Z06,17.498795,78.470192,3,multi_vehicle,local,clear,1,0
INC-001450,2025-07-12,02:19,Z01,17.325612,78.520066,3,cyclist,local,clear,3,0
INC-001451,2025-07-12,13:38,Z07,17.435791,78.520574,3,collision,local,clear,1,0
INC-001452,2025-07-12,10:05,Z04,17.338795,78.416479,1,cyclist,arterial,clear,0,0
INC-001453,2025-07-12,09:04,Z02,17.426016,78.468795,2,cyclist,collector,fog,0,0
INC-001454,2025-07-13,08:10,Z02,17.408079,78.433564,4,cyclist,arterial,fog,3,0
INC-001455,2025-07-13,08:05,Z06,17.443723,78.400789,2,collision,local,clear,1,0
INC-001456,2025-07-13,10:47,Z15,17.400523,78.51404,2,pedestrian,collector,storm,1,0
INC-001457,2025-07-13,22:09,Z15,17.453186,78.406575,5,pedestrian,highway,fog,5,1
INC-001458,2025-07-13,03:58,Z15,17.306567,78.469369,4,collision,highway,clear,1,0
INC-001459,2025-07-14,01:40,Z01,17.347977,78.507784,3,multi_vehicle,highway,clear,3,0
INC-001460,2025-07-14,16:42,Z04,17.423488,78.52625,3,single_vehicle,highway,fog,2,0
INC-001461,2025-07-14,11:58,Z12,17.381693,78.416751,1,collision,local,clear,1,0
INC-001462,2025-07-14,23:13,Z15,17.327105,78.559229,2,single_vehicle,collector,clear,1,0
INC-001463,2025-07-14,22:00,Z09,17.473029,78.460394,5,pedestrian,arterial,fog,0,0
INC-001464,2025-07-14,16:40,Z03,17.415657,78.445606,2,single_vehicle,highway,rain,1,0
INC-001465,2025-07-14,02:26,Z13,17.442507,78.479227,2,single_vehicle,local,clear,1,0
INC-001466,2025-07-14,16:14,Z02,17.474073,78.53478,5,pedestrian,arterial,rain,1,0
INC-001467,2025-07-14,06:06,Z05,17.332483,78.450916,3,collision,local,rain,3,0
INC-001468,2025-07-15,16:44,Z03,17.353997,78.521613,3,multi_vehicle,collector,storm,3,0
INC-001469,2025-07-15,04:18,Z06,17.300388,78.531063,1,cyclist,highway,rain,0,0
INC-001470,2025-07-15,19:23,Z01,17.421149,78.425128,5,pedestrian,collector,fog,3,0
INC-001471,2025-07-15,23:46,Z02,17.40135,78.531534,3,collision,collector,clear,1,0
INC-001472,2025-07-15,11:06,Z09,17.440714,78.495072,2,collision,arterial,clear,2,0
INC-001473,2025-07-15,12:10,Z15,17.40806,78.534861,5,single_vehicle,collector,clear,1,1
INC-001474,2025-07-15,10:49,Z10,17.410331,78.579175,2,pedestrian,highway,storm,0,0
INC-001475,2025-07-15,10:01,Z02,17.398071,78.463796,3,collision,highway,clear,3,0
INC-001476,2025-07-16,16:53,Z07,17.481184,78.533529,2,multi_vehicle,local,storm,2,0
INC-001477,2025-07-16,07:46,Z11,17.449973,78.523798,3,cyclist,highway,clear,0,0
INC-001478,2025-07-16,14:51,Z01,17.357467,78.428904,5,cyclist,arterial,clear,1,1
INC-001479,2025-07-16,20:43,Z06,17.485201,78.450937,4,cyclist,highway,clear,0,0
INC-001480,2025-07-16,14:26,Z11,17.498306,78.402651,4,collision,local,storm,2,0
INC-001481,2025-07-17,12:40,Z01,17.363192,78.461602,3,collision,collector,clear,2,0
INC-001482,2025-07-17,08:40,Z15,17.347216,78.580062,3,pedestrian,highway,rain,0,0
INC-001483,2025-07-17,20:23,Z07,17.329382,78.462843,2,collision,highway,storm,2,0
INC-001484,2025-07-17,09:58,Z06,17.317854,78.453102,4,collision,local,clear,3,0
INC-001485,2025-07-17,23:08,Z14,17.383315,78.565968,3,collision,collector,clear,2,0
INC-001486,2025-07-18,01:28,Z04,17.424805,78.565145,3,collision,highway,clear,0,0
INC-001487,2025-07-18,09:52,Z04,17.398396,78.526181,2,single_vehicle,collector,rain,0,0
INC-001488,2025-07-18,20:00,Z08,17.33086,78.449591,4,collision,collector,fog,4,0
INC-001489,2025-07-18,20:34,Z15,17.341455,78.543841,3,cyclist,arterial,clear,2,0
INC-001490,2025-07-18,02:43,Z02,17.32679,78.498652,3,single_vehicle,local,fog,1,0
INC-001491,2025-07-18,14:19,Z01,17.432306,78.481905,4,pedestrian,local,fog,0,0
INC-001492,2025-07-18,12:29,Z08,17.493028,78.566712,3,single_vehicle,collector,fog,0,0
INC-001493,2025-07-19,22:09,Z02,17.419624,78.429232,2,cyclist,highway,rain,1,0
INC-001494,2025-07-19,01:39,Z09,17.394248,78.532922,5,collision,arterial,clear,3,1
INC-001495,2025-07-19,01:46,Z05,17.380504,78.414978,2,single_vehicle,highway,clear,2,0
INC-001496,2025-07-19,06:14,Z04,17.490013,78.435435,5,multi_vehicle,highway,clear,4,0
INC-001497,2025-07-19,06:04,Z11,17.329404,78.501031,4,multi_vehicle,arterial,clear,4,0
INC-001498,2025-07-19,01:33,Z11,17.464008,78.583988,1,multi_vehicle,arterial,rain,1,0
INC-001499,2025-07-19,17:14,Z13,17.492919,78.561602,3,cyclist,local,clear,3,0
INC-001500,2025-07-19,23:16,Z14,17.474006,78.510875,5,pedestrian,arterial,clear,0,0
INC-001501,2025-07-19,08:43,Z12,17.333247,78.429512,4,cyclist,collector,clear,1,0
INC-001502,2025-07-20,13:36,Z03,17.304174,78.589946,3,multi_vehicle,arterial,clear,1,0
INC-001503,2025-07-20,16:17,Z03,17.351636,78.490738,4,collision,collector,clear,3,0
INC-001504,2025-07-20,11:31,Z04,17.45598,78.410772,3,cyclist,local,fog,1,0
INC-001505,2025-07-20,11:09,Z05,17.456163,78.53743,3,pedestrian,arterial,clear,2,0
INC-001506,2025-07-20,02:22,Z10,17.401713,78.526315,4,collision,collector,clear,4,0
INC-001507,2025-07-20,23:46,Z12,17.391834,78.487916,5,multi_vehicle,arterial,rain,1,0
INC-001508,2025-07-20,11:53,Z04,17.465948,78.52448,4,pedestrian,arterial,clear,1,0
INC-001509,2025-07-20,06:03,Z07,17.448075,78.472629,2,collision,local,clear,0,0
INC-001510,2025-07-20,22:48,Z13,17.363779,78.406513,2,single_vehicle,arterial,rain,2,0
INC-001511,2025-07-20,18:57,Z09,17.468799,78.487098,3,multi_vehicle,highway,clear,2,0
INC-001512,2025-07-21,18:05,Z12,17.401476,78.539428,4,single_vehicle,highway,clear,1,0
INC-001513,2025-07-21,07:09,Z03,17.414649,78.417759,3,pedestrian,arterial,fog,0,0
INC-001514,2025-07-21,11:31,Z13,17.392962,78.462373,5,single_vehicle,local,clear,3,0
INC-001515,2025-07-21,22:15,Z11,17.496692,78.448702,3,pedestrian,highway,clear,1,0
INC-001516,2025-07-21,19:02,Z09,17.396585,78.433616,2,pedestrian,local,fog,2,0
INC-001517,2025-07-21,23:19,Z12,17.466094,78.533248,3,collision,highway,rain,2,0
INC-001518,2025-07-21,14:52,Z10,17.425484,78.578142,3,cyclist,collector,rain,1,0
INC-001519,2025-07-21,04:22,Z15,17.460741,78.478537,3,single_vehicle,arterial,clear,0,0
INC-001520,2025-07-21,08:55,Z14,17.308879,78.430344,4,single_vehicle,collector,clear,2,0
INC-001521,2025-07-21,16:46,Z03,17.41609,78.526942,3,collision,arterial,fog,0,0
INC-001522,2025-07-22,21:29,Z13,17.483661,78.419598,1,collision,local,clear,1,0
INC-001523,2025-07-22,23:11,Z13,17.351479,78.450484,5,collision,collector,clear,2,0
INC-001524,2025-07-22,16:59,Z06,17.333514,78.585023,5,pedestrian,local,clear,1,1
INC-001525,2025-07-22,07:19,Z03,17.413649,78.587558,2,cyclist,local,clear,2,0
INC-001526,2025-07-22,13:44,Z08,17.390229,78.528267,3,cyclist,local,clear,1,0
INC-001527,2025-07-23,16:51,Z03,17.344216,78.433785,5,collision,collector,clear,0,0
INC-001528,2025-07-23,16:53,Z02,17.410237,78.494618,3,collision,collector,clear,1,0
INC-001529,2025-07-23,21:26,Z04,17.397535,78.481535,4,collision,local,fog,3,0
INC-001530,2025-07-23,13:26,Z15,17.303044,78.422094,1,collision,arterial,clear,0,0
INC-001531,2025-07-23,05:22,Z11,17.313891,78.472841,3,pedestrian,collector,storm,1,0
INC-001532,2025-07-23,05:16,Z11,17.347545,78.402836,4,pedestrian,highway,rain,2,0
INC-001533,2025-07-24,23:36,Z15,17.469449,78.432277,2,cyclist,highway,clear,0,0
INC-001534,2025-07-24,07:56,Z02,17.459348,78.495336,4,multi_vehicle,highway,rain,0,0
INC-001535,2025-07-24,04:36,Z01,17.416811,78.595954,2,single_vehicle,arterial,clear,1,0
INC-001536,2025-07-24,13:16,Z12,17.301519,78.493032,1,cyclist,highway,clear,1,0
INC-001537,2025-07-24,06:54,Z13,17.312792,78.535343,3,cyclist,highway,storm,1,0
INC-001538,2025-07-25,17:51,Z13,17.316756,78.573381,2,multi_vehicle,collector,storm,2,0
INC-001539,2025-07-25,17:38,Z02,17.433589,78.411044,3,collision,arterial,clear,3,0
INC-001540,2025-07-25,02:27,Z04,17.33084,78.44604,3,pedestrian,local,clear,3,0
INC-001541,2025-07-25,18:58,Z05,17.422439,78.534348,3,pedestrian,local,rain,1,0
INC-001542,2025-07-25,22:56,Z08,17.469518,78.556541,3,cyclist,highway,rain,1,0
INC-001543,2025-07-25,16:18,Z07,17.391934,78.597285,2,cyclist,arterial,clear,1,0
INC-001544,2025-07-25,05:49,Z13,17.436322,78.49083,3,single_vehicle,arterial,clear,0,0
INC-001545,2025-07-26,10:27,Z04,17.394729,78.448636,1,multi_vehicle,local,clear,0,0
INC-001546,2025-07-26,22:33,Z02,17.432259,78.420539,3,cyclist,arterial,fog,2,0
INC-001547,2025-07-26,23:51,Z15,17.400406,78.588483,2,collision,highway,clear,0,0
INC-001548,2025-07-26,11:43,Z14,17.490818,78.500638,2,multi_vehicle,arterial,clear,1,0
INC-001549,2025-07-26,06:25,Z14,17.472445,78.587008,1,multi_vehicle,local,clear,1,0
INC-001550,2025-07-26,19:10,Z07,17.326145,78.580109,2,collision,highway,clear,1,0
INC-001551,2025-07-27,15:42,Z03,17.422526,78.522311,5,multi_vehicle,arterial,clear,3,1
INC-001552,2025-07-27,08:53,Z03,17.480789,78.555758,3,collision,arterial,clear,1,0
INC-001553,2025-07-27,08:23,Z11,17.391007,78.56261,5,pedestrian,highway,clear,1,0
INC-001554,2025-07-27,04:22,Z03,17.413884,78.570684,2,collision,local,clear,1,0
INC-001555,2025-07-27,20:48,Z04,17.465235,78.564876,3,multi_vehicle,local,clear,2,0
INC-001556,2025-07-27,15:16,Z06,17.430285,78.424092,2,pedestrian,highway,rain,1,0
INC-001557,2025-07-27,19:07,Z08,17.355224,78.431676,2,cyclist,highway,clear,2,0
INC-001558,2025-07-28,15:23,Z07,17.404849,78.527944,1,multi_vehicle,collector,fog,1,0
INC-001559,2025-07-28,14:25,Z08,17.38184,78.513452,4,pedestrian,local,storm,0,0
INC-001560,2025-07-28,03:19,Z03,17.371481,78.557412,4,single_vehicle,highway,rain,3,0
INC-001561,2025-07-28,13:57,Z03,17.303601,78.533488,5,collision,local,clear,2,0
INC-001562,2025-07-28,07:44,Z15,17.484043,78.513295,5,single_vehicle,collector,storm,5,0
INC-001563,2025-07-28,14:01,Z01,17.361877,78.4675,3,multi_vehicle,collector,clear,0,0
INC-001564,2025-07-28,09:43,Z15,17.489629,78.597129,2,cyclist,arterial,clear,2,0
INC-001565,2025-07-28,02:11,Z07,17.453962,78.567712,3,cyclist,arterial,clear,3,0
INC-001566,2025-07-28,05:04,Z12,17.439339,78.479749,3,cyclist,collector,clear,1,0
INC-001567,2025-07-28,02:27,Z10,17.325976,78.527301,4,pedestrian,local,fog,0,0
INC-001568,2025-07-29,05:58,Z13,17.428291,78.556551,2,pedestrian,highway,clear,0,0
INC-001569,2025-07-29,01:29,Z04,17.490032,78.457122,3,cyclist,highway,rain,0,0
INC-001570,2025-07-29,00:53,Z04,17.462606,78.42439,3,cyclist,arterial,rain,1,0
INC-001571,2025-07-29,10:31,Z01,17.407122,78.523928,3,collision,collector,storm,3,0
INC-001572,2025-07-29,03:32,Z11,17.315442,78.403068,2,single_vehicle,local,clear,1,0
INC-001573,2025-07-29,09:17,Z05,17.496087,78.493062,2,collision,collector,rain,0,0
INC-001574,2025-07-29,15:51,Z03,17.312309,78.41687,3,cyclist,collector,clear,0,0
INC-001575,2025-07-29,23:17,Z10,17.49183,78.59514,5,collision,local,clear,4,0
INC-001576,2025-07-29,11:35,Z06,17.30399,78.529295,2,multi_vehicle,collector,storm,1,0
INC-001577,2025-07-30,06:38,Z04,17.470441,78.577063,4,multi_vehicle,arterial,rain,1,0
INC-001578,2025-07-30,17:49,Z01,17.338088,78.456762,5,cyclist,collector,storm,5,1
INC-001579,2025-07-30,09:39,Z01,17.404829,78.566462,1,pedestrian,collector,clear,0,0
INC-001580,2025-07-30,11:05,Z10,17.319972,78.402479,3,collision,collector,storm,1,0
INC-001581,2025-07-30,13:29,Z04,17.327472,78.486304,2,cyclist,highway,clear,0,0
INC-001582,2025-07-30,21:31,Z10,17.48037,78.547939,4,single_vehicle,local,fog,0,0
INC-001583,2025-07-30,03:06,Z13,17.488851,78.544873,3,pedestrian,collector,storm,3,0
INC-001584,2025-07-30,18:07,Z10,17.403268,78.553235,3,single_vehicle,arterial,clear,0,0
INC-001585,2025-07-30,23:26,Z07,17.460494,78.490061,2,single_vehicle,arterial,clear,1,0
INC-001586,2025-07-30,03:30,Z04,17.480229,78.426532,2,single_vehicle,highway,rain,2,0
INC-001587,2025-07-31,22:22,Z01,17.336018,78.526438,5,cyclist,local,clear,1,0
INC-001588,2025-07-31,18:58,Z08,17.421905,78.570026,4,collision,collector,clear,2,0
INC-001589,2025-07-31,19:48,Z05,17.318042,78.525723,3,collision,local,clear,0,0
INC-001590,2025-07-31,08:53,Z12,17.362582,78.481449,2,multi_vehicle,arterial,fog,0,0
INC-001591,2025-07-31,18:06,Z11,17.480781,78.456475,3,cyclist,arterial,clear,0,0
INC-001592,2025-07-31,15:50,Z12,17.322776,78.523487,5,multi_vehicle,highway,clear,4,0
INC-001593,2025-07-31,04:24,Z12,17.411422,78.487546,4,multi_vehicle,highway,clear,0,0
INC-001594,2025-07-31,00:46,Z13,17.409991,78.565118,5,pedestrian,collector,clear,1,0
INC-001595,2025-08-01,11:58,Z03,17.324991,78.460158,5,collision,arterial,rain,3,0
INC-001596,2025-08-01,19:07,Z15,17.426801,78.463416,3,multi_vehicle,local,rain,0,0
INC-001597,2025-08-01,17:39,Z14,17.391424,78.441812,2,single_vehicle,highway,storm,1,0
INC-001598,2025-08-01,16:07,Z05,17.417815,78.499546,1,collision,local,clear,0,0
INC-001599,2025-08-01,23:56,Z09,17.406467,78.486017,3,pedestrian,arterial,rain,2,0
INC-001600,2025-08-01,22:39,Z09,17.49372,78.547537,3,collision,arterial,fog,0,0
INC-001601,2025-08-01,16:18,Z15,17.455769,78.565197,2,single_vehicle,highway,rain,2,0
INC-001602,2025-08-01,17:43,Z02,17.463664,78.487241,3,pedestrian,local,storm,1,0
INC-001603,2025-08-01,16:52,Z14,17.433694,78.49204,1,multi_vehicle,highway,clear,0,0
INC-001604,2025-08-02,20:02,Z13,17.315326,78.535874,3,single_vehicle,local,storm,0,0
INC-001605,2025-08-02,09:49,Z05,17.325774,78.587553,3,single_vehicle,local,clear,1,0
INC-001606,2025-08-02,02:17,Z15,17.491207,78.417815,1,collision,arterial,clear,0,0
INC-001607,2025-08-02,12:57,Z03,17.328951,78.442773,3,pedestrian,arterial,clear,0,0
INC-001608,2025-08-02,09:25,Z04,17.419031,78.419536,3,cyclist,highway,clear,3,0
INC-001609,2025-08-03,15:30,Z10,17.327133,78.543726,4,multi_vehicle,highway,clear,3,0
INC-001610,2025-08-03,00:20,Z05,17.353897,78.51133,4,multi_vehicle,local,clear,1,0
INC-001611,2025-08-03,13:48,Z07,17.360227,78.554906,3,cyclist,local,storm,0,0
INC-001612,2025-08-03,00:44,Z04,17.410281,78.449819,3,cyclist,highway,rain,2,0
INC-001613,2025-08-03,13:02,Z11,17.471656,78.480199,4,single_vehicle,arterial,clear,1,0
INC-001614,2025-08-04,12:34,Z04,17.428033,78.445942,1,collision,local,clear,1,0
INC-001615,2025-08-04,20:24,Z13,17.495442,78.554747,2,multi_vehicle,collector,clear,0,0
INC-001616,2025-08-04,10:34,Z04,17.400076,78.452973,4,collision,collector,clear,1,0
INC-001617,2025-08-04,14:02,Z04,17.41703,78.426312,1,collision,arterial,clear,1,0
INC-001618,2025-08-04,17:06,Z02,17.337508,78.472918,2,collision,arterial,clear,2,0
INC-001619,2025-08-04,18:03,Z12,17.472574,78.579295,3,multi_vehicle,highway,clear,1,0
INC-001620,2025-08-04,05:32,Z08,17.385631,78.548916,3,collision,arterial,clear,2,0
INC-001621,2025-08-05,15:49,Z11,17.380958,78.580299,3,cyclist,collector,fog,2,0
INC-001622,2025-08-05,19:56,Z10,17.499305,78.460578,3,collision,collector,clear,3,0
INC-001623,2025-08-05,20:53,Z01,17.388306,78.551085,1,single_vehicle,collector,clear,0,0
INC-001624,2025-08-05,01:05,Z04,17.469093,78.470082,1,cyclist,collector,clear,0,0
INC-001625,2025-08-05,09:29,Z12,17.320161,78.433459,4,pedestrian,collector,storm,1,0
INC-001626,2025-08-05,15:01,Z14,17.417181,78.516896,2,single_vehicle,arterial,rain,2,0
